1~100,101~200,201~300,301~400,401~500,501~600,601~700,701~800,801~900,901~1000,1001~1100,1101~1200,1201~1300,1301~1400,1401~1500,1501~1600,1601~1700,1701~1800,1801~1900,1901~2000,2001~2100,2101~2200,2201~2300,2301~2400,2401~2500,2501~2600,2601~2700,2701~2800,2801~2900,2901~3000,3001~3100,3101~3200,3201~3300,3301~3400,3401~3500,3501~3600,3601~3700,3701~3800,3801~3900,3901~4000,4001~4100,4101~4200,4201~4300,4301~4400,4401~4500,4501~4600,4601~4700,4701~4800,4801~4900,4901~5000,5001~5100,5101~5200,5201~5300,5301~5400,5401~5500,5501~5600,5601~5700,5701~5800,5801~5900,5901~6000,6001~6100,6101~6200,6201~6300,6301~6400,6401~6500,6501~6600,6601~6700,6701~6800,6801~6900,6901~7000,7001~7100,7101~7200,7201~7300,7301~7400,7401~7500,7501~7600,7601~7700,7701~7800,7801~7900,7901~8000,8001~8100,8101~8200,8201~8300,8301~8400,8401~8500,8501~8600,8601~8700,8701~8800,8801~8900,8901~9000,9001~9100,9101~9200,9201~9300,9301~9400,9401~9500,9501~9600,9601~9700,9701~9800,9801~9900,9901~10000,10001~10100,10101~10200,10201~10300,10301~10400,10401~10500,10501~10600,10601~10700,10701~10800,10801~10900,10901~11000,11001~11100,11101~11200,11201~11300,11301~11400,11401~11500,11501~11600,11601~11700,11701~11800,11801~11900,11901~12000,12001~12100,12101~12200,12201~12300,12301~12400,12401~12500,12501~12600,12601~12700,12701~12800,12801~12900,12901~13000,13001~13100,13101~13200,13201~13300,13301~13400,13401~13500,13501~13600,13601~13700,13701~13800,13801~13900,13901~14000,14001~14100,14101~14200,14201~14300,14301~14400,14401~14500,14501~14600,14601~14700,14701~14800,14801~14900,14901~15000,15001~15100,15101~15200,15201~15300,15301~15400,15401~15500,15501~15600,15601~15700,15701~15800,15801~15900,15901~16000,16001~16100,16101~16200,16201~16300,16301~16400,16401~16500,16501~16600,16601~16700,16701~16800,16801~16900,16901~17000,17001~17100,17101~17200,17201~17300,17301~17400,17401~17500,17501~17600,17601~17700,17701~17800,17801~17900,17901~18000,18001~18100,18101~18200,18201~18300,18301~18400,18401~18500,18501~18600,18601~18700,18701~18800,18801~18900,18901~19000,19001~19100,19101~19200,19201~19300,19301~19400,19401~19500,19501~19600,19601~19700,19701~19800,19801~19900,19901~20000,,
1.99921,3.04885,3.12529,2.80783,2.63771,2.82245,2.51812,2.36573,2.1525,2.31479,2.14962,2.18203,2.4368,2.4583,2.34122,2.23015,2.11373,1.91685,1.84214,1.8919,1.737,1.94621,1.95473,1.76432,1.81996,1.80137,1.99031,2.17459,1.92315,1.74599,2.04755,2.19009,2.24341,2.15534,2.46654,2.23339,2.65763,1.98257,2.02375,2.08769,2.03924,2.24772,2.23258,2.9901,2.52764,2.54088,2.22702,2.71065,2.72929,2.66817,2.52256,2.74154,2.53347,2.75823,2.60477,2.75594,1.95473,2.239,3.12064,2.55887,2.13579,2.78812,1.99611,2.79249,2.15347,2.35971,2.4872,2.40734,2.29248,2.12712,2.31616,2.5137,2.11673,2.30363,2.27211,2.80413,2.69957,3.07158,2.60275,2.41077,2.04825,2.47569,2.50441,2.61416,2.47515,3.02595,2.435,2.66081,2.44536,2.29584,2.44518,2.54477,2.56649,2.26969,2.61609,2.50996,2.33844,2.50833,1.83071,2.02035,2.45249,2.1127,2.25092,2.32102,1.88647,2.45297,2.35801,2.5607,2.04397,2.39713,2.84164,2.38666,2.529,2.42001,2.14492,2.50673,2.14413,2.1302,2.02708,2.44046,2.70358,2.04955,2.75732,2.84812,3.00806,2.97,2.47344,2.19463,2.26551,2.40063,2.17633,2.20526,2.04409,2.06045,1.77214,2.065,2.3291,1.65482,2.13258,1.78323,1.78213,2.06713,1.35521,1.56501,1.4127,2.1209,1.778,1.3966,1.54611,1.78872,2.08742,2.26019,2.47795,3.19386,2.41427,2.21879,2.32735,3.03959,2.9247,2.49764,2.89706,2.8408,2.85428,2.74986,2.67007,2.44558,2.66304,2.70207,2.81063,2.58333,3.03476,2.98053,2.55592,2.46016,2.44855,2.16348,2.92376,2.18327,2.20774,2.27371,2.55066,2.43618,2.0059,1.83606,2.20138,2.81731,2.20412,2.45972,2.34782,2.12115,2.14591,2.0373,2.46046,2.34749,2.39519,2.76379,2.17169,2.19709,1.99261,2.83665,,469.618
2.1213,3.11324,3.3838,2.95878,2.67825,2.45476,2.63621,2.65717,2.50671,2.65639,2.34332,2.12039,2.18893,2.11415,1.80253,2.32938,2.30681,1.53012,1.66714,1.5621,1.91287,2.06344,1.98096,1.57377,1.79993,2.00503,2.04139,1.91573,2.12708,2.0867,1.97405,2.17402,1.93834,2.05346,1.90575,2.25248,2.44798,2.08359,2.05181,1.79053,1.6871,2.00476,1.99592,1.99539,1.83861,2.09576,1.93106,2.10846,1.77008,2.23066,2.14401,2.12994,2.19414,1.89575,2.37214,2.13285,2.46621,2.11632,2.03824,2.18588,1.83208,2.4793,2.04397,1.85175,1.9242,1.90058,2.08115,2.127,2.18103,1.92304,2.06554,2.64237,2.40886,2.42959,2.2579,2.21066,2.46351,1.87216,1.65683,2.25341,2.44514,2.07279,2.56905,2.25399,2.0448,2.12814,1.99353,2.15638,2.06442,1.86041,2.25134,2.20667,2.25614,2.04218,1.8077,2.19024,2.09654,1.94354,2.27659,2.04114,2.55904,2.15036,1.82456,1.34278,2.00563,2.31125,2.29672,2.07182,2.07623,1.56784,2.16772,2.74347,2.02075,2.13441,1.94735,2.24136,1.95736,2.08632,2.29306,2.53056,2.47775,2.68108,2.58061,2.82029,2.56723,2.25431,2.37583,2.67168,2.48832,2.68156,2.65716,2.45303,2.23444,2.03789,2.67722,2.49909,2.62064,2.59088,2.32044,2.46776,2.57821,2.69295,2.11121,2.39921,2.42819,2.44473,2.49556,1.92861,2.29188,2.05647,2.13683,2.50712,2.4244,2.6696,2.55355,2.36093,2.5711,2.63656,2.37868,2.43739,2.3556,2.70069,2.62337,2.26379,2.29759,2.76342,2.76326,2.25098,2.56705,2.06742,2.987,2.90941,2.72789,2.27639,2.47754,2.33189,2.36126,2.99803,2.26755,2.26347,3.02213,2.78569,2.94562,2.33535,2.59985,3.0148,2.31717,2.04409,2.251,2.6649,2.79474,2.50103,2.81193,2.30445,2.50679,2.53364,2.72752,2.61692,2.65276,2.30813,,456.53
1.99843,3.03528,3.36893,3.1962,2.7483,2.80112,2.31289,2.27984,2.20341,2.27738,2.59837,2.70256,2.45132,2.74056,2.28287,2.3399,2.34106,2.05095,2.05614,1.81176,1.78921,1.89904,2.17309,1.67603,1.95885,2.22819,2.29235,2.07937,2.17195,2.27379,2.09565,2.23996,2.25044,2.58696,2.93188,2.63221,2.80621,2.38159,2.43045,2.58221,2.42667,2.19933,2.76836,2.5506,1.79046,2.35378,2.32396,1.70612,1.88052,1.95744,2.33213,2.44381,2.5808,2.44335,2.7587,2.52825,2.8105,3.06767,2.69698,2.64081,2.20903,2.28482,1.95478,1.85478,2.25355,2.29666,2.63404,2.87701,2.31224,2.33235,2.1273,2.22177,2.44558,2.64228,2.06745,2.68333,2.46482,2.56322,2.73335,2.94395,3.28333,2.19967,2.66494,2.57592,2.35224,2.42271,3.0353,2.29057,2.30338,2.05752,2.10231,2.84254,2.52379,2.15647,2.42223,2.40579,2.29591,2.29079,2.36351,2.25246,2.71241,2.83979,2.49567,2.02632,2.18964,2.53042,2.18318,2.01594,1.68301,2.41191,2.86856,2.46507,2.4288,2.79593,2.96826,2.76264,2.6144,2.76646,2.36351,2.54869,2.67798,2.86918,2.62866,2.50267,2.46596,2.57236,2.66199,2.01906,2.26006,2.59459,2.86505,2.38239,2.37238,2.46757,2.61511,2.62087,2.48474,2.29897,2.24872,2.34802,2.35543,2.02492,2.58153,2.17759,2.18383,2.86969,2.9237,2.49299,2.41506,2.67938,2.98513,3.06713,2.77106,1.83272,2.07561,2.5669,2.83239,2.33533,2.26451,2.62121,2.35042,2.09994,2.34493,2.29235,2.34212,1.98718,2.30534,2.1643,2.50984,2.28087,2.60763,2.15466,2.35976,2.34841,2.1745,2.61552,2.59236,2.70959,2.56124,2.66177,2.75271,2.6474,2.57048,2.74949,2.1993,2.89526,2.59846,2.52228,2.46,2.49284,2.16733,2.29035,2.18571,1.91557,2.72768,2.15865,2.35247,2.39141,2.3153,2.14351,,485.763
2.04759,3.53072,3.52984,2.88159,2.58614,2.71394,2.61504,2.37902,2.39756,2.40395,2.16485,2.37117,2.28537,2.17381,2.50177,2.28296,2.7841,2.42083,2.46175,2.0855,2.01697,2.11048,1.75478,1.94526,2.06739,2.27079,2.24557,2.12668,2.06594,2.05721,2.2808,2.43803,2.55445,2.01291,2.17513,2.3499,2.94121,2.71111,2.35374,2.16145,2.50619,2.749,2.15023,2.05128,2.24361,2.5852,2.11331,2.25138,2.63821,2.41692,2.09486,1.98056,2.28678,2.59563,2.44674,2.56995,2.41458,1.76707,2.16799,1.72958,2.16662,2.3522,2.42303,2.07361,2.34522,2.2427,2.61448,2.30098,2.23528,1.95249,2.21934,2.06194,2.08233,2.68683,2.31159,2.41227,2.15196,2.39769,2.55644,2.48593,2.35288,2.44434,2.35776,2.40079,2.81065,3.23077,3.06653,2.3415,2.34997,2.6868,2.47668,2.75593,2.46511,2.2632,2.04612,2.33368,2.53273,2.15825,2.80842,2.27206,2.31124,3.02972,2.4399,2.70793,2.10066,2.39394,2.38323,2.62065,2.40118,2.62898,2.37619,2.52354,2.40057,2.63485,2.8308,2.83527,2.58806,2.41963,2.57409,2.66485,2.74597,2.36295,2.3295,2.59518,2.8008,2.43898,2.56952,2.83989,2.94309,2.40167,2.26527,2.58418,2.63253,2.00145,2.1408,2.3208,2.70317,2.18862,2.40532,2.74658,2.67582,2.71547,2.1569,2.46149,2.34605,2.1325,2.47139,2.56458,2.0166,2.27699,2.562,2.77747,2.42493,2.61388,2.14965,2.47949,2.65822,1.68624,2.15802,2.39771,2.69412,2.89315,2.29414,2.3153,2.3656,2.43142,2.6165,2.73629,2.40513,3.00638,2.80416,2.70464,2.95784,2.15905,2.29558,1.90858,2.28844,2.13251,2.23869,2.44083,2.51388,2.26208,2.54667,1.71446,2.47876,1.85535,2.27932,2.3632,2.32585,2.30148,2.81555,2.66858,2.19902,2.20565,2.4492,2.0625,2.19778,2.07328,2.11107,2.47148,,481.434
1.98902,3.15308,3.50904,2.80009,2.56049,3.0665,2.80157,2.74432,2.24914,2.01259,2.25623,2.37796,2.38818,1.81245,2.1541,2.22413,2.41355,1.96633,1.77708,2.11763,2.05465,2.001,2.13987,1.91578,1.90531,2.11283,2.1607,1.90135,2.18828,2.20404,2.08335,2.05267,2.23656,1.90959,1.95701,2.14533,2.16323,1.63097,1.61005,2.09848,1.71418,2.00014,1.76215,1.90937,2.46514,1.95167,2.42994,2.01547,1.78438,2.21463,1.90374,1.85829,2.04507,2.06641,1.61834,1.69083,2.26217,2.20294,2.17122,1.99484,2.03052,2.76438,1.98788,2.2482,2.07439,2.03626,1.7943,1.91712,1.95376,1.91358,2.01807,2.41949,1.63877,1.89523,2.33391,2.65277,2.52226,2.35794,2.14521,2.2777,2.62255,2.2468,2.54143,2.58494,2.43186,2.47154,2.06637,2.47318,2.37636,2.12158,2.25648,2.1917,2.7693,2.42595,2.08611,2.10533,2.5074,2.29642,2.33636,2.26607,1.88517,2.21162,2.54678,2.73059,1.86097,2.43889,2.19433,2.25275,2.57505,2.30398,2.86328,2.10327,2.36668,2.14023,2.44193,2.06717,2.03689,2.44358,2.70752,2.05014,2.18012,2.54785,2.26779,2.02495,2.45299,2.94248,2.54881,2.12312,2.18686,2.42543,2.55859,2.11405,2.34066,2.37006,2.64243,2.60242,2.31947,2.28937,2.42293,2.10269,2.17021,2.6425,2.26063,2.15741,2.27697,2.55522,2.22679,2.58772,2.3756,2.2513,2.1193,2.37687,2.57611,2.04745,2.06493,2.28939,2.73276,2.56032,2.35203,2.32931,2.7707,2.32358,3.28049,2.55113,2.04224,1.91395,2.38444,2.74263,2.24242,2.35188,2.98774,2.39085,2.38401,2.43211,2.01655,1.86364,2.03184,1.90332,1.80519,2.0684,2.21233,2.13927,2.58644,2.13279,1.96378,2.09335,2.0755,2.74772,2.65806,2.32329,2.91835,2.7663,2.34218,2.6897,2.20694,2.14481,2.1794,2.32224,2.1357,2.42026,,453.247
2.09067,3.78212,3.31018,3.09039,3.14936,2.82839,2.49231,2.17437,2.50926,2.25755,2.21472,2.46073,2.21492,2.55715,2.05341,2.39904,2.30713,2.19406,2.20214,2.04337,1.9668,2.08143,2.4063,2.23683,1.84217,1.85462,1.95061,1.86938,2.12814,2.22515,2.67354,2.54204,2.75139,2.51297,2.76084,2.36521,2.25315,2.95041,2.62485,2.35047,2.26765,2.34591,2.15283,3.00572,1.78761,1.82098,2.09272,1.79278,2.00828,1.82689,2.12153,1.9358,2.39294,1.85627,2.2362,2.58274,2.41256,2.51023,1.97804,1.78644,2.54644,2.74412,2.82964,2.3512,2.80505,2.2653,2.48794,2.30472,3.02655,2.30805,2.48842,2.54857,2.53264,2.82932,2.74104,2.77558,2.94056,2.8464,2.90419,2.29197,2.25302,2.55039,2.69061,2.21091,2.18844,2.25788,1.89557,2.41929,2.32132,2.36568,2.35857,2.46884,2.44564,2.51995,2.38118,2.50766,2.52263,2.0396,2.16498,2.03563,2.55974,2.81318,2.39983,2.54371,2.43379,2.58599,2.44255,1.93301,2.25851,2.10912,2.26304,2.25874,1.85134,1.99352,2.20153,2.41692,2.67863,1.91311,2.27468,2.14188,1.91107,2.58974,2.11255,2.1545,1.94359,2.59178,2.18452,2.25666,2.40019,2.28087,2.60014,2.33082,2.35474,2.43977,1.89646,2.15746,2.43705,2.39985,2.06776,2.35357,2.36337,2.20688,2.45954,1.98988,2.40923,2.40598,2.42621,2.58057,1.67638,2.16909,2.43214,2.76451,2.14278,2.17939,2.50057,2.27429,2.34974,2.78,2.71609,2.1939,1.81118,2.32592,2.42458,2.70874,2.47277,2.9156,2.73789,2.68242,2.08681,2.26535,2.69351,3.20241,2.66981,2.4558,2.29866,2.45529,2.47357,2.34558,2.09954,2.2232,2.63819,2.77016,2.50759,2.27488,2.31603,2.77445,2.62805,2.4007,2.32805,2.72665,2.3708,2.6018,2.11127,2.5594,2.44708,2.79518,2.56058,2.72624,2.53629,2.38111,,477.117
2.18305,3.76322,4.05005,3.27595,2.47753,2.72882,2.55972,2.33014,2.39904,2.36565,1.99677,2.26155,2.46687,1.83163,2.00794,2.28208,2.56665,2.53249,2.09215,1.85942,2.13489,2.21117,2.34169,2.42059,2.31235,2.12946,2.31967,2.57154,2.19604,2.27353,2.42415,2.64763,2.58243,2.82588,2.36159,2.36035,2.53999,2.06122,2.37006,1.90671,2.18289,2.11838,2.17705,1.81392,1.67166,2.13387,2.39324,2.26315,2.59435,1.97245,1.89787,2.16397,2.58908,2.19534,2.17535,2.4317,2.45906,2.59475,2.08747,2.14568,1.98784,2.55831,2.41178,2.22349,2.40174,2.11114,2.89655,2.78735,2.63472,2.06508,2.49135,2.34153,2.39815,1.84089,2.23272,1.97127,2.39535,1.65345,2.10346,1.83641,1.76787,1.97015,1.87004,1.77603,1.87138,2.20186,2.21514,2.56245,2.42142,2.00782,2.45444,2.11229,2.14097,2.08439,2.16803,2.22785,2.22609,2.34213,2.11133,2.13363,2.36774,2.97151,2.62127,2.18197,2.09658,2.56665,2.33372,2.48337,2.45955,2.26691,2.45751,2.13234,2.52889,2.38455,2.3342,2.3239,2.80743,2.60109,2.50342,2.24279,2.75822,2.80078,2.45623,2.551,1.91663,2.74254,2.66051,2.39975,2.07821,2.55792,2.16329,2.3429,3.15889,2.71265,2.35465,2.67059,2.78819,1.87347,2.17916,2.61056,2.23392,2.79225,2.61651,2.19432,2.1873,2.80043,2.7441,2.02532,2.69966,2.53073,2.88432,2.35267,1.93218,1.7932,2.2833,2.46243,2.35035,2.34186,2.03156,1.87321,2.3778,2.24051,2.72986,1.76887,2.48903,2.99798,2.56244,2.61268,2.37404,2.32369,2.54622,2.49088,2.6861,2.2746,2.56175,2.61855,2.50476,2.36305,2.72915,2.93148,2.07663,2.27877,2.78915,2.81251,2.29807,3.24292,2.65791,2.83048,2.66742,2.83818,2.42876,2.6266,2.44114,2.21118,2.50718,2.78433,2.72421,2.31492,2.17576,2.55985,,476.111
2.16001,3.33139,3.15537,3.36042,2.17486,1.9383,2.1863,2.25449,2.425,2.42641,2.47726,2.83651,2.91035,2.39228,2.55736,2.66356,2.59092,2.72392,3.0257,2.2027,2.64926,2.03485,2.23876,2.74306,1.89813,2.60901,2.59061,2.07423,2.0163,2.29802,2.52205,1.90492,1.87583,1.95444,2.08821,1.88342,2.06542,1.96398,2.36128,2.03993,1.95754,2.40758,1.54691,2.34847,2.16265,1.89274,2.07863,2.01067,2.49122,1.86943,2.51757,1.95995,2.18535,2.36263,2.19355,2.41126,2.62001,2.23757,2.48713,2.58419,2.52246,2.34585,2.07302,1.79974,2.0221,1.7627,2.11799,2.21601,2.09495,2.40501,2.11877,2.28361,2.02979,2.44211,2.14743,2.82478,2.38814,1.94602,2.62609,2.14049,2.1561,2.11841,2.30404,2.1061,1.9932,1.86508,2.14836,2.76024,2.08662,2.65746,2.62484,2.3752,2.37736,2.40093,2.08959,2.66167,2.61085,2.30761,2.33385,2.19787,2.47081,2.64912,2.40719,2.45033,2.68622,2.60163,2.52193,2.02289,2.93043,2.48193,2.47128,2.8127,1.98361,2.58413,2.52969,2.46492,2.7173,2.86335,2.55973,2.57379,2.98817,2.68802,2.34235,2.49664,2.53744,2.48096,2.80494,2.42524,2.04752,1.88535,2.63014,2.67944,2.54309,2.23145,2.26561,2.88187,2.27636,2.24742,2.09829,2.16425,2.29507,2.52555,2.1863,1.93838,1.90763,2.34297,2.21189,1.95508,1.78939,2.19787,2.45137,2.55866,2.55048,2.07085,2.50386,2.42754,2.56793,2.40369,2.26358,2.65035,2.38304,2.57677,2.46171,2.58609,2.62721,2.07535,2.66613,2.39786,2.38363,2.85043,2.9499,2.4769,2.55392,2.26234,2.52737,2.89283,2.53434,2.67368,2.56167,2.43406,2.36637,2.14439,2.51308,2.18115,1.7604,2.43751,2.42905,2.62466,1.93198,2.12422,2.36234,2.61748,2.42964,2.36768,1.88992,2.07578,2.07367,2.03803,1.92474,2.21732,,471.093
2.11611,3.21032,3.45722,2.97517,2.65623,2.51223,2.19811,2.21983,2.76801,2.33017,2.21758,2.52579,2.35087,2.19855,1.87866,2.38202,2.32657,2.71693,2.3234,2.08075,2.68413,2.72664,1.99683,2.66947,1.99249,2.15827,2.21933,2.24435,2.26195,2.50285,3.21745,2.49796,2.5504,2.20139,1.94901,2.25599,2.7621,1.96164,2.05307,2.28893,2.20558,2.44302,1.83255,2.45267,1.97488,2.23047,2.39287,2.08606,2.37459,2.02641,1.91687,2.41271,2.4357,2.16333,2.02681,2.41451,2.43198,2.59448,2.53635,2.55566,1.94817,2.28394,2.51518,2.69652,2.79705,2.69164,2.68215,2.79025,2.67422,2.26649,2.27379,2.54998,1.84666,2.06794,2.28223,2.32148,2.339,2.33296,2.38211,2.25117,2.23701,2.14167,2.37364,2.40476,2.20645,2.23726,2.35022,2.67639,2.27004,2.27131,2.17026,2.03021,2.19699,1.8652,1.97542,2.49789,2.24572,2.08245,1.8634,1.94688,1.9709,2.45169,2.36638,2.00381,2.32658,2.42698,2.26609,2.33241,2.20013,2.30676,2.17699,2.47926,1.76064,2.55759,2.14782,2.56023,2.62518,2.35635,2.14645,1.94664,2.15629,2.2042,2.09281,2.33923,2.2149,2.40456,2.61749,2.57484,2.09799,2.00778,2.76063,2.52189,2.05956,1.76631,2.46963,2.67723,1.99028,2.75475,2.50424,2.13068,1.99486,2.18744,2.17815,2.53832,2.86851,2.93103,2.45628,2.71524,2.72744,2.41213,2.19876,2.4565,2.67217,2.58768,2.3785,2.52225,2.98196,2.48087,2.1286,2.06881,2.26453,2.17475,1.94743,1.96267,2.47503,2.04913,2.95043,2.75633,2.81454,2.11775,3.50558,2.38101,2.51939,2.61233,2.7418,2.84258,2.59493,2.37244,1.96182,2.12733,2.34054,2.553,2.20055,2.46566,2.51319,2.36013,2.54453,2.50629,2.56832,2.52739,2.5138,2.79805,2.0857,2.5821,2.01275,1.87602,2.31458,2.47386,2.09585,2.12037,,472.046
2.05237,3.65346,3.95479,3.59539,2.94019,2.31549,2.54375,2.24768,2.35257,2.37647,2.3452,2.18882,1.71674,2.22961,2.10474,2.23251,2.25711,1.87482,1.87836,1.64018,1.77701,2.14246,2.15815,2.28117,2.03996,2.32733,2.37826,2.12242,2.36884,2.41483,2.91026,2.50844,2.05394,2.08714,2.16201,2.18231,2.18895,2.44951,2.0966,1.74736,2.17543,2.23858,2.59151,2.06122,1.82203,2.07292,2.19012,1.83912,1.88273,1.88945,1.67148,2.00902,1.97803,1.78961,2.21414,1.9453,2.34409,2.06625,2.25961,2.13594,2.47062,2.23749,2.6219,2.23253,2.22336,2.29968,2.2667,2.84537,2.62486,2.25491,1.90752,2.54813,2.11709,2.14332,2.20024,2.32527,2.34418,2.07181,2.28397,2.66545,3.06801,2.93048,2.52343,2.3157,1.73686,2.19408,2.32413,1.9552,2.32346,2.39927,2.21946,2.58002,2.74544,2.03803,2.48963,2.60883,2.19081,2.48675,2.20306,2.90933,2.95627,2.9186,2.4363,2.6042,2.2974,2.6079,2.30314,2.64228,2.71987,2.47083,2.48584,2.84114,2.61039,3.03492,2.52211,2.24584,2.15455,2.22792,2.40951,2.51048,2.5002,2.17579,2.35732,1.98926,1.90997,2.49028,2.55199,2.2119,2.56161,2.44367,2.83203,2.15987,2.24641,2.05456,2.35024,2.34288,2.48689,2.75482,2.49624,1.86798,2.32801,2.46528,2.86942,2.85963,2.53576,2.35611,2.39663,2.19414,2.18896,2.64523,2.6738,2.57492,2.56871,2.11696,2.4782,2.52795,2.43569,2.28888,2.52574,2.29332,2.59871,2.723,2.43705,2.23414,1.89909,2.49975,2.62169,2.60667,2.89895,2.62787,2.73827,2.79482,2.44751,2.19355,2.44852,2.61509,2.65595,2.51224,2.32619,2.65719,2.99773,2.40162,2.18114,2.70563,2.36142,2.32967,2.41674,2.14739,2.04432,2.04013,2.35728,2.76693,2.35842,2.2118,2.47496,2.78571,2.80831,2.34412,2.44889,2.7248,,475.55
