,TRUE,,1,2,3,4,5,6,7,8,9,10,
1,0.5,,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,
2,0.531445,,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,
3,0.562767,,0.551687,0.551687,0.551687,0.551687,0.551687,0.551687,0.551687,0.551687,0.551687,0.551687,
4,0.593841,,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,
5,0.624545,,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,
6,0.654758,,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,
7,0.684362,,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,
8,0.71324,,0.701125,0.701125,0.701125,0.701125,0.701125,0.701125,0.701125,0.701125,0.701125,0.701125,
9,0.741277,,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,
10,0.768363,,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,
11,0.794393,,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,
12,0.819262,,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,
13,0.842874,,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,
14,0.865134,,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,
15,0.885957,,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,
16,0.905258,,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,
17,0.922964,,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,
18,0.939003,,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,
19,0.953314,,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,
20,0.965838,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
21,0.976528,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
22,0.985342,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
23,0.992244,,1,1,1,1,1,1,1,1,1,1,
24,0.997207,,1,1,1,1,1,1,1,1,1,1,
25,1.00021,,1,1,1,1,1,1,1,1,1,1,
26,1.00125,,1,1,1,1,1,1,1,1,1,1,
27,1.00031,,1,1,1,1,1,1,1,1,1,1,
28,0.997407,,1,1,1,1,1,1,1,1,1,1,
29,0.992544,,1,1,1,1,1,1,1,1,1,1,
30,0.985742,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
31,0.977028,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
32,0.966438,,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,0.975094,
33,0.954014,,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,
34,0.939803,,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,0.950188,
35,0.923864,,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,0.925281,
36,0.906258,,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,0.900375,
37,0.887057,,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,
38,0.866334,,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,0.875469,
39,0.844174,,0.825656,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,0.850563,
40,0.820662,,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,0.825656,
41,0.795893,,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,0.80075,
42,0.769963,,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,0.775844,
43,0.742977,,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,0.750938,
44,0.71504,,0.726031,0.726031,0.726031,0.726031,0.726031,0.726031,0.726031,0.726031,0.726031,0.726031,
45,0.686262,,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,0.676219,
46,0.656758,,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,0.651313,
47,0.626645,,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,0.626406,
48,0.596041,,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,
49,0.565067,,0.576594,0.576594,0.576594,0.576594,0.576594,0.576594,0.576594,0.576594,0.576594,0.576594,
50,0.533845,,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,0.526781,
51,0.5025,,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,0.501875,
52,0.471155,,0.476969,0.476969,0.476969,0.476969,0.476969,0.476969,0.476969,0.476969,0.476969,0.476969,
53,0.439933,,0.452063,0.452063,0.452063,0.452063,0.452063,0.452063,0.452063,0.452063,0.452063,0.452063,
54,0.408959,,0.40225,0.40225,0.40225,0.40225,0.40225,0.40225,0.40225,0.40225,0.40225,0.40225,
55,0.378355,,0.377344,0.377344,0.377344,0.377344,0.377344,0.377344,0.377344,0.377344,0.377344,0.377344,
56,0.348242,,0.352437,0.352437,0.352437,0.352437,0.352437,0.352437,0.352437,0.352437,0.352437,0.352437,
57,0.318738,,0.327531,0.327531,0.327531,0.327531,0.327531,0.327531,0.327531,0.327531,0.327531,0.327531,
58,0.28996,,0.277719,0.277719,0.277719,0.277719,0.277719,0.277719,0.277719,0.277719,0.277719,0.277719,
59,0.262023,,0.252813,0.252813,0.252813,0.252813,0.252813,0.252813,0.252813,0.252813,0.252813,0.252813,
60,0.235037,,0.227906,0.227906,0.227906,0.227906,0.227906,0.227906,0.227906,0.227906,0.227906,0.227906,
61,0.209107,,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,
62,0.184338,,0.178094,0.178094,0.178094,0.178094,0.178094,0.178094,0.178094,0.178094,0.178094,0.178094,
63,0.160826,,0.153188,0.153188,0.153188,0.153188,0.153188,0.153188,0.153188,0.153188,0.153188,0.153188,
64,0.138666,,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,
65,0.117943,,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,0.128281,
66,0.0987415,,0.103375,0.103375,0.103375,0.103375,0.103375,0.103375,0.103375,0.103375,0.103375,0.103375,
67,0.081136,,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,0.0784687,
68,0.0651967,,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,
69,0.0509865,,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,0.0535625,
70,0.0385618,,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,
71,0.0279717,,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,
72,0.0192584,,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,0.0286563,
73,0.0124564,,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,
74,0.00759265,,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,
75,0.00468664,,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,
76,0.00375,,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,
77,0.00478664,,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,0.00375,
